No.,Description,Category,Energy (Kcal),Carbohydrate(g),Protein(g),Total Lipid(g),Monounsaturated Fatty Acids(g),Polyunsaturated Fatty Acids(g),Saturated Fatty Acids(g)
18943,"PIE CRUST,COOKIE-TYPE,CHOC,READY CRUST",PIE CRUST,484,64.48,6.08,22.42,14.482,2.035,4.725
18942,"PIE CRUST,COOKIE-TYPE,GRAHAM CRACKER,READY CRUST",PIE CRUST,501,64.3,5.1,24.83,16.928,1.671,4.999
18399,"PIE CRUST,COOKIE-TYPE,PREP FR RECIPE,GRAHAM CRACKER,CHILLED",PIE CRUST,484,63.9,4.1,24.4,11.142,6.769,5.092
18401,"PIE CRUST,COOKIE-TYPE,PREP FROM RECIPE,VANILLA WAFER,CHILLED",PIE CRUST,531,50.2,3.7,36.2,15.647,10.682,7.434
18947,"PIE CRUST,DEEP DISH,FRZ,BKD,MADE W/ ENR FLR",PIE CRUST,521,52.47,6.1,31.84,16.459,3.918,8.862
18945,"PIE CRUST,DEEP DISH,FRZ,UNBAKED,MADE W/ ENR FLR",PIE CRUST,468,46.79,5.52,28.74,14.489,3.53,8.129
18946,"PIE CRUST,REFR,REG,BKD",PIE CRUST,506,58.52,3.41,28.69,11.815,3.756,11.087
18948,"PIE CRUST,REFR,REG,UNBAKED",PIE CRUST,445,51.11,2.97,25.46,10.206,3.292,9.596
18332,"PIE CRUST,STANDARD-TYPE,DRY MIX",PIE CRUST,518,52.1,6.9,31.4,17.887,3.968,7.974
18333,"PIE CRUST,STANDARD-TYPE,DRY MIX,PREP,BKD",PIE CRUST,501,50.4,6.7,30.4,17.289,3.847,7.711
18334,"PIE CRUST,STANDARD-TYPE,FRZ,RTB,ENR",PIE CRUST,457,48.62,6.16,26.07,12.167,3.176,8.159
18335,"PIE CRUST,STANDARD-TYPE,FRZ,RTB,ENR,BKD",PIE CRUST,508,56.24,6.5,28.59,13.562,3.568,9.277
18446,"PIE CRUST,STANDARD-TYPE,FRZ,RTB,UNENR",PIE CRUST,457,44.1,3.9,29.2,12.414,11.0,4.357
18336,"PIE CRUST,STANDARD-TYPE,PREP FROM RECIPE,BKD",PIE CRUST,527,47.5,6.4,34.6,15.169,9.122,8.622
18402,"PIE CRUST,STANDARD-TYPE,PREP FROM RECIPE,UNBAKED",PIE CRUST,469,42.3,5.7,30.8,13.5,8.119,7.674
19312,"PIE FILLINGS,APPL,CND",PIE FILLINGS,100,26.1,0.1,0.1,0.0,0.0,0.0
44158,"PIE FILLINGS,BLUEBERRY,CND",PIE FILLINGS,181,44.38,0.41,0.2,0.0,0.0,0.0
43098,"PIE FILLINGS,CHERRY,LO CAL",PIE FILLINGS,53,11.98,0.82,0.16,0.0,0.0,0.0
19314,"PIE FILLINGS,CND,CHERRY",PIE FILLINGS,115,28.0,0.37,0.07,0.021,0.021,0.018
18301,"PIE,APPL,COMMLY PREP,ENR FLR",PIE,237,34.0,1.9,11.0,4.388,2.198,3.797
18443,"PIE,APPL,COMMLY PREP,UNENR FLR",PIE,237,34.0,1.9,11.0,4.388,2.198,3.797
18302,"PIE,APPL,PREP FROM RECIPE",PIE,265,37.1,2.4,12.5,5.393,3.338,3.05
18303,"PIE,BANANA CRM,PREP FROM MIX,NO-BAKE TYPE",PIE,251,31.6,3.4,12.9,4.559,0.764,6.904
18304,"PIE,BANANA CRM,PREP FROM RECIPE",PIE,269,32.9,4.4,13.6,5.719,3.292,3.758
18305,"PIE,BLUEBERRY,COMMLY PREP",PIE,232,34.9,1.8,10.0,4.244,3.524,1.679
18306,"PIE,BLUEBERRY,PREP FROM RECIPE",PIE,245,33.5,2.7,11.9,5.121,3.08,2.911
18308,"PIE,CHERRY,COMMLY PREP",PIE,260,39.8,2.0,11.0,5.837,2.055,2.562
18309,"PIE,CHERRY,PREP FROM RECIPE",PIE,270,38.5,2.8,12.2,5.314,3.247,2.985
18310,"PIE,CHOC CREME,COMMLY PREP",PIE,353,38.44,4.15,22.41,7.336,1.149,12.449
18312,"PIE,CHOC MOUSSE,PREP FROM MIX,NO-BAKE TYPE",PIE,260,29.6,3.5,15.4,5.084,0.814,8.195
18313,"PIE,COCNT CREME,COMMLY PREP",PIE,298,37.3,2.1,16.6,7.26,1.544,6.976
18314,"PIE,COCNT CRM,PREP FROM MIX,NO-BAKE TYPE",PIE,276,28.5,2.8,17.6,6.554,1.217,8.934
18316,"PIE,COCNT CUSTARD,COMMLY PREP",PIE,260,30.2,5.9,13.2,5.495,1.17,5.854
18944,"PIE,DUTCH APPL,COMMLY PREP",PIE,290,44.54,2.17,11.5,5.797,2.117,2.313
18317,"PIE,EGG CUSTARD,COMMLY PREP",PIE,210,20.8,5.5,11.6,4.797,3.723,2.349
18444,"PIE,FRIED PIES,CHERRY",PIE,316,42.6,3.0,16.1,7.449,5.376,2.457
18319,"PIE,FRIED PIES,FRUIT",PIE,316,42.6,3.0,16.1,7.449,5.376,2.457
18445,"PIE,FRIED PIES,LEMON",PIE,316,42.6,3.0,16.1,7.449,5.376,2.457
18320,"PIE,LEMON MERINGUE,COMMLY PREP",PIE,268,47.2,1.5,8.7,2.685,3.648,1.766
18321,"PIE,LEMON MERINGUE,PREP FROM RECIPE",PIE,285,39.1,3.8,12.9,5.582,3.331,3.185
18322,"PIE,MINCE,PREP FROM RECIPE",PIE,289,48.0,2.6,10.8,4.654,2.842,2.682
18323,"PIE,PEACH",PIE,224,32.9,1.9,10.0,4.241,3.749,1.508
18324,"PIE,PECAN,COMMLY PREP",PIE,407,59.61,4.5,16.69,8.317,3.554,2.654
18325,"PIE,PECAN,PREP FROM RECIPE",PIE,412,52.2,4.9,22.2,11.181,5.71,3.989
18326,"PIE,PUMPKIN,COMMLY PREP",PIE,243,34.83,3.9,9.75,4.6,1.77,1.988
18327,"PIE,PUMPKIN,PREP FROM RECIPE",PIE,204,26.4,4.5,9.3,3.697,1.81,3.171
18328,"PIE,VANILLA CRM,PREP FROM RECIPE",PIE,278,32.6,4.8,14.4,6.043,3.438,4.03
16402,"PIGEON PEAS (RED GM),MATURE SEEDS,CKD,BLD,W/SALT",PIGEON PEAS (RED GM),121,23.25,6.76,0.38,0.003,0.205,0.083
16102,"PIGEON PEAS (RED GM),MATURE SEEDS,CKD,BLD,WO/SALT",PIGEON PEAS (RED GM),121,23.25,6.76,0.38,0.003,0.205,0.083
16101,"PIGEON PEAS (RED GM),MATURE SEEDS,RAW",PIGEON PEAS (RED GM),343,62.78,21.7,1.49,0.012,0.814,0.33
11826,"PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",PIGEONPEAS,111,19.49,5.96,1.36,0.013,0.899,0.365
11345,"PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT",PIGEONPEAS,111,19.49,5.96,1.36,0.013,0.899,0.365
11344,"PIGEONPEAS,IMMAT SEEDS,RAW",PIGEONPEAS,136,23.88,7.2,1.64,0.013,0.873,0.354
15063,"PIKE,NORTHERN,CKD,DRY HEAT",PIKE,113,0.0,24.69,0.88,0.201,0.259,0.151
15062,"PIKE,NORTHERN,RAW",PIKE,88,0.0,19.26,0.69,0.157,0.202,0.118
15204,"PIKE,WALLEYE,CKD,DRY HEAT",PIKE,119,0.0,24.54,1.56,0.377,0.573,0.319
15064,"PIKE,WALLEYE,RAW",PIKE,93,0.0,19.14,1.22,0.294,0.447,0.249
35234,"PIKI BREAD,MADE FROM BLUE CORNMEAL (HOPI)",PIKI BREAD,390,72.22,9.06,7.16,1.783,1.623,0.819
18632,"PILLSBURY,TRADITIONAL FUDGE BROWNIE MIX,DRY",PILLSBURY,441,78.3,4.8,12.1,5.914,0.79,2.608
11943,"PIMENTO,CANNED",PIMENTO,23,5.1,1.1,0.3,0.02,0.161,0.045
12149,"PINE NUTS,PINYON,DRIED",PINE NUTS,629,19.3,11.57,60.98,22.942,25.668,9.377
9409,"PINEAPPLE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C",PINEAPPLE JUC,53,12.87,0.36,0.12,0.014,0.042,0.008
9273,"PINEAPPLE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C",PINEAPPLE JUC,53,12.87,0.36,0.12,0.014,0.042,0.008
9275,"PINEAPPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O",PINEAPPLE JUC,51,12.67,0.4,0.03,0.003,0.01,0.002
9274,"PINEAPPLE JUC,FRZ CONC,UNSWTND,UNDIL",PINEAPPLE JUC,179,44.3,1.3,0.1,0.012,0.035,0.007
9271,"PINEAPPLE,CND,EX HVY SYRUP PK,SOL&LIQUIDS",PINEAPPLE,83,21.5,0.34,0.11,0.013,0.038,0.009
9267,"PINEAPPLE,CND,H2O PK,SOL&LIQUIDS",PINEAPPLE,32,8.3,0.43,0.09,0.011,0.031,0.006
9270,"PINEAPPLE,CND,HVY SYRUP PK,SOL&LIQUIDS",PINEAPPLE,78,20.2,0.35,0.11,0.013,0.04,0.009
9354,"PINEAPPLE,CND,JUC PK,DRND",PINEAPPLE,60,15.56,0.51,0.11,0.014,0.04,0.008
9268,"PINEAPPLE,CND,JUC PK,SOL&LIQUIDS",PINEAPPLE,60,15.7,0.42,0.08,0.01,0.029,0.006
9269,"PINEAPPLE,CND,LT SYRUP PK,SOL&LIQUIDS",PINEAPPLE,52,13.45,0.36,0.12,0.013,0.04,0.009
9272,"PINEAPPLE,FRZ,CHUNKS,SWTND",PINEAPPLE,86,22.2,0.4,0.1,0.012,0.035,0.007
9266,"PINEAPPLE,RAW,ALL VAR",PINEAPPLE,50,13.12,0.54,0.12,0.013,0.04,0.009
35207,"PINON NUTS,RSTD (NAVAJO)",PINON NUTS,541,51.06,7.41,34.08,15.57,14.42,3.21
12652,"PISTACHIO NUTS,DRY RSTD,W/SALT",PISTACHIO NUTS,569,27.55,21.05,45.82,24.534,13.346,5.645
12152,"PISTACHIO NUTS,DRY RSTD,WO/SALT",PISTACHIO NUTS,572,28.28,21.05,45.82,24.534,13.346,5.645
12151,"PISTACHIO NUTS,RAW",PISTACHIO NUTS,560,27.17,20.16,45.32,23.257,14.38,5.907
21271,"PIZZA HUT 12"" CHS PIZZA,HAND-TOSSED CRUST","PIZZA HUT 12"" CHS PIZZA",271,31.22,11.93,10.89,2.919,1.839,5.04
21272,"PIZZA HUT 12"" CHS PIZZA,PAN CRUST","PIZZA HUT 12"" CHS PIZZA",280,29.93,11.73,12.56,3.213,2.752,5.184
21273,"PIZZA HUT 12"" CHS PIZZA,THIN 'N CRISPY CRUST","PIZZA HUT 12"" CHS PIZZA",303,28.64,15.29,14.1,3.807,1.698,6.896
21274,"PIZZA HUT 12"" PEPPERONI PIZZA,HAND-TOSSED CRUST","PIZZA HUT 12"" PEPPERONI PIZZA",280,31.55,12.86,11.38,4.018,2.034,5.161
21275,"PIZZA HUT 12"" PEPPERONI PIZZA,PAN CRUST","PIZZA HUT 12"" PEPPERONI PIZZA",298,30.49,11.97,14.21,4.415,3.465,5.271
21276,"PIZZA HUT 12"" SUPER SUPREME PIZZA,HAND-TOSSED CRUST","PIZZA HUT 12"" SUPER SUPREME PIZZA",243,25.62,10.9,10.72,3.953,1.729,4.554
21293,"PIZZA HUT 14"" CHS PIZZA,HAND-TOSSED CRUST","PIZZA HUT 14"" CHS PIZZA",275,33.42,11.98,10.42,3.05,1.53,4.819
21294,"PIZZA HUT 14"" CHS PIZZA,PAN CRUST","PIZZA HUT 14"" CHS PIZZA",276,32.85,10.85,11.25,2.755,3.118,4.39
21512,"PIZZA HUT 14"" CHS PIZZA,STUFFED CRUST","PIZZA HUT 14"" CHS PIZZA",274,30.0,12.23,11.63,2.771,1.547,5.825
21295,"PIZZA HUT 14"" CHS PIZZA,THIN 'N CRISPY CRUST","PIZZA HUT 14"" CHS PIZZA",306,34.22,13.37,12.8,3.265,2.327,6.103
21296,"PIZZA HUT 14"" PEPPERONI PIZZA,HAND-TOSSED CRUST","PIZZA HUT 14"" PEPPERONI PIZZA",291,32.11,12.23,12.63,4.338,2.022,5.404
21297,"PIZZA HUT 14"" PEPPERONI PIZZA,PAN CRUST","PIZZA HUT 14"" PEPPERONI PIZZA",291,31.79,11.47,13.07,3.844,3.409,4.823
21491,"PIZZA HUT 14"" PEPPERONI PIZZA,THIN 'N CRISPY CRUST","PIZZA HUT 14"" PEPPERONI PIZZA",333,32.66,14.13,16.17,5.305,3.132,6.674
21497,"PIZZA HUT 14"" SAUSAGE PIZZA,HAND-TOSSED CRUST","PIZZA HUT 14"" SAUSAGE PIZZA",287,29.39,11.92,13.5,4.732,2.318,5.459
21498,"PIZZA HUT 14"" SAUSAGE PIZZA,PAN CRUST","PIZZA HUT 14"" SAUSAGE PIZZA",287,29.56,11.08,13.85,4.273,3.723,4.855
21496,"PIZZA HUT 14"" SAUSAGE PIZZA,THIN 'N CRISPY CRUST","PIZZA HUT 14"" SAUSAGE PIZZA",323,28.7,13.95,16.9,5.444,3.33,6.698
21298,"PIZZA HUT 14"" SUPER SUPREME PIZZA,HAND-TOSSED CRUST","PIZZA HUT 14"" SUPER SUPREME PIZZA",248,26.01,11.34,10.95,3.805,1.875,4.217
21525,"PIZZA HUT,BREADSTICK,PARMESAN GARLIC",PIZZA HUT,343,44.48,12.2,12.88,2.778,6.16,2.966
32012,"PIZZA ROLLS,FRZ,UNPREP",PIZZA ROLLS,328,50.72,8.73,9.98,3.849,2.853,2.494
21224,"PIZZA,CHS TOPPING,REG CRUST,FRZ,CKD",PIZZA,268,29.02,10.36,12.28,4.246,1.903,4.272
21225,"PIZZA,CHS TOPPING,RISING CRUST,FRZ,CKD",PIZZA,260,32.91,12.37,8.78,2.198,1.381,3.825
21505,"PIZZA,CHS TOPPING,THIN CRUST,FRZ,CKD",PIZZA,263,28.8,11.91,11.07,3.028,1.695,5.698
21226,"PIZZA,MEAT & VEG TOPPING,REG CRUST,FRZ,CKD",PIZZA,276,25.14,11.28,14.43,5.89,2.578,5.083
21227,"PIZZA,MEAT & VEG TOPPING,RISING CRUST,FRZ,CKD",PIZZA,271,28.78,12.63,11.75,4.343,1.89,4.586
22902,"PIZZA,MEAT TOPPING,THICK CRUST,FRZ,CKD",PIZZA,274,30.76,11.76,11.52,3.355,2.496,4.283
22903,"PIZZA,PEPPERONI TOPPING,REG CRUST,FRZ,CKD",PIZZA,274,24.69,14.38,13.13,4.1,2.7,4.827
9278,"PLANTAINS,COOKED",PLANTAINS,116,31.15,0.79,0.18,0.015,0.033,0.069
9446,"PLANTAINS,GRN,FRIED",PLANTAINS,309,49.17,1.5,11.81,4.353,2.697,3.69
9277,"PLANTAINS,RAW",PLANTAINS,122,31.89,1.3,0.37,0.032,0.069,0.143
9447,"PLANTAINS,YEL,FRIED,LATINO RESTAURANT",PLANTAINS,236,40.77,1.42,7.51,2.319,2.275,1.816
9379,"PLUMS,CND,HVY SYRUP,DRND",PLUMS,89,23.12,0.44,0.14,0.09,0.03,0.011
9285,"PLUMS,CND,PURPLE,EX HVY SYRUP PK,SOL&LIQUIDS",PLUMS,101,26.31,0.36,0.1,0.065,0.021,0.008
9281,"PLUMS,CND,PURPLE,H2O PK,SOL&LIQUIDS",PLUMS,41,11.03,0.39,0.01,0.005,0.002,0.001
9284,"PLUMS,CND,PURPLE,HVY SYRUP PK,SOL&LIQUIDS",PLUMS,89,23.24,0.36,0.1,0.066,0.022,0.008
9282,"PLUMS,CND,PURPLE,JUC PK,SOL&LIQUIDS",PLUMS,58,15.15,0.51,0.02,0.014,0.005,0.002
9283,"PLUMS,CND,PURPLE,LT SYRUP PK,SOL&LIQUIDS",PLUMS,63,16.28,0.37,0.1,0.069,0.023,0.008
9293,"PLUMS,DRIED (PRUNES),STWD,W/ ADDED SUGAR",PLUMS,124,32.88,1.09,0.22,0.142,0.047,0.017
9292,"PLUMS,DRIED (PRUNES),STWD,WO/ ADDED SUGAR",PLUMS,107,28.08,0.96,0.16,0.08,0.026,0.01
9291,"PLUMS,DRIED (PRUNES),UNCKD",PLUMS,240,63.88,2.18,0.38,0.053,0.062,0.088
9279,"PLUMS,RAW",PLUMS,46,11.42,0.7,0.28,0.134,0.044,0.017
11349,POI,POI,112,27.23,0.38,0.14,0.011,0.058,0.029
11351,"POKEBERRY SHOOTS,(POKE),CKD,BLD,DRND,WO/SALT",POKEBERRY SHOOTS,20,3.1,2.3,0.4,0.013,0.176,0.092
7059,"POLISH SAUSAGE,PORK",POLISH SAUSAGE,326,1.63,14.1,28.72,13.52,3.08,10.33
15205,"POLLOCK,ATLANTIC,CKD,DRY HEAT",POLLOCK,118,0.0,24.92,1.26,0.143,0.622,0.17
15065,"POLLOCK,ATLANTIC,RAW",POLLOCK,92,0.0,19.44,0.98,0.112,0.483,0.135
9442,"POMEGRANATE JUC,BTLD",POMEGRANATE JUC,54,13.13,0.15,0.29,0.059,0.05,0.077
9286,"POMEGRANATES,RAW",POMEGRANATES,83,18.7,1.67,1.17,0.093,0.079,0.12
15069,"POMPANO,FLORIDA,CKD,DRY HEAT",POMPANO,211,0.0,23.69,12.14,3.315,1.458,4.499
15068,"POMPANO,FLORIDA,RAW",POMPANO,164,0.0,18.48,9.47,2.586,1.137,3.509
19034,"POPCORN,AIR-POPPED",POPCORN,387,77.78,12.94,4.54,0.95,2.318,0.637
19036,"POPCORN,CAKES",POPCORN,384,80.1,9.7,3.1,0.92,1.35,0.48
19038,"POPCORN,CARAMEL-COATED,W/PNUTS",POPCORN,400,80.7,6.4,7.8,2.73,3.27,1.04
19039,"POPCORN,CARAMEL-COATED,WO/PNUTS",POPCORN,431,79.1,3.8,12.8,2.88,4.48,3.61
19040,"POPCORN,CHEESE-FLAVOR",POPCORN,526,51.6,9.3,33.2,9.7,15.37,6.41
43572,"POPCORN,MICROWAVE,LOFAT&NA",POPCORN,429,73.39,12.6,9.5,4.085,3.572,1.415
25000,"POPCORN,OIL-POPPED,LOFAT",POPCORN,402,76.04,10.72,6.1,2.767,2.216,1.184
25001,"POPCORN,OIL-POPPED,LOFAT",POPCORN,424,72.0,12.6,9.5,4.085,3.572,1.415
19436,"POPCORN,SUGAR SYRUP/CARAMEL,FAT-FREE",POPCORN,381,90.06,2.0,1.4,0.26,0.634,0.2
21442,"POPEYES, CHICK,MILD,BREAST,MEAT ONLY,SKN & BRDING REMOVED",POPEYES,157,0.0,28.98,4.52,1.789,0.596,1.368
21415,"POPEYES,BISCUIT",POPEYES,401,40.95,6.0,23.71,5.686,4.379,11.515
21416,"POPEYES,COLESLAW",POPEYES,161,14.12,0.98,11.18,3.339,5.852,1.887
21445,"POPEYES,FRIED CHCK,MILD,THIGH,MEAT ONLY,SKN & BRDING REMOVED",POPEYES,188,0.85,24.31,9.66,4.107,1.499,2.938
21456,"POPEYES,FRIED CHICK,MILD,BREAST,MEAT & SKN W/ BREADING",POPEYES,274,9.83,21.67,16.47,7.281,1.832,5.765
21457,"POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT & SKN W/ BREADING",POPEYES,293,9.84,20.44,19.14,8.488,2.226,6.591
21443,"POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT ONLY,SKN & BREADING RE",POPEYES,170,0.04,26.51,7.14,3.079,1.011,2.282
21444,"POPEYES,FRIED CHICK,MILD,SKN & BREADING",POPEYES,433,21.54,13.96,32.32,14.151,3.094,11.75
21458,"POPEYES,FRIED CHICK,MILD,THIGH,MEAT & SKN W/ BREADING",POPEYES,310,11.2,19.14,20.99,9.129,2.297,7.344
21459,"POPEYES,FRIED CHICK,MILD,WING,MEAT & SKN W/ BREADING",POPEYES,338,13.52,20.4,22.48,9.796,2.362,8.021
21446,"POPEYES,FRIED CHICK,MILD,WING,MEAT ONLY,SKN & BRDING REMOVED",POPEYES,212,2.9,28.94,9.42,4.024,1.391,3.079
21417,"POPEYES,MILD CHICK STRIPS,ANALYZED 2006",POPEYES,271,19.31,19.2,13.01,6.201,1.257,5.442
21418,"POPEYES,SPICY CHICK STRIPS,ANALYZED 2006",POPEYES,253,18.52,19.61,11.2,5.321,1.112,4.743
18339,"POPOVERS,DRY MIX,ENRICHED",POPOVERS,371,71.0,10.4,4.3,1.984,0.823,0.983
18447,"POPOVERS,DRY MIX,UNENR",POPOVERS,371,71.0,10.4,4.3,1.984,0.823,0.983
2033,POPPY SEED,POPPY SEED,525,28.13,17.99,41.56,5.982,28.569,4.517
10060,PORK  FRSH  LOIN  TENDERLOIN   LN ONLY  RAW,PORK  FRSH  LOIN  TENDERLOIN   LN ONLY  RAW,109,0.0,20.95,2.17,0.792,0.367,0.698
7957,"PORK & TURKEY SAUSAGE,PRE-COOKED",PORK & TURKEY SAUSAGE,342,3.63,12.05,30.64,13.054,4.504,9.881
10981,"PORK LOIN,FRSH,BACKRIBS,BONE-IN,COOKED-ROASTED,LN",PORK LOIN,255,0.0,24.15,17.65,7.646,2.788,6.221
10980,"PORK LOIN,FRSH,BACKRIBS,BONE-IN,RAW,LN",PORK LOIN,172,0.0,20.85,9.84,4.278,1.532,3.477
42190,"PORK SAUSAGE RICE LINKS,BROWN&SERVE,CKD",PORK SAUSAGE RICE LINKS,407,2.36,13.7,37.63,18.1,4.073,12.825
7064,"PORK SAUSAGE,LINK/PATTY,CKD,PAN-FRIED",PORK SAUSAGE,325,1.42,18.53,27.25,11.541,5.115,8.826
7953,"PORK SAUSAGE,LINK/PATTY,FULLY CKD,MICROWAVED",PORK SAUSAGE,438,0.62,15.12,41.66,16.448,8.041,13.557
7967,"PORK SAUSAGE,LINK/PATTY,FULLY CKD,UNHTD",PORK SAUSAGE,392,0.69,13.46,37.25,14.736,6.916,12.129
7966,"PORK SAUSAGE,LINK/PATTY,RED FAT,CKD,PAN-FRIED",PORK SAUSAGE,267,0.15,20.94,20.32,8.02,4.192,6.034
7965,"PORK SAUSAGE,LINK/PATTY,RED FAT,UNPREP",PORK SAUSAGE,217,0.2,16.75,16.55,5.89,3.025,4.368
7063,"PORK SAUSAGE,LINK/PATTY,UNPREP",PORK SAUSAGE,288,0.93,15.39,24.8,9.844,4.432,7.57
7978,"PORK SAUSAGE,RED NA,CKD",PORK SAUSAGE,271,8.13,9.41,22.35,9.722,3.401,8.235
19408,"PORK SKINS,BARBECUE-FLAVOR",PORK SKINS,538,1.6,57.9,31.8,15.03,3.45,11.56
19041,"PORK SKINS,PLAIN",PORK SKINS,544,0.0,61.3,31.3,14.78,3.64,11.37
7065,"PORK&BF SAUSAGE,FRSH,CKD",PORK&BF SAUSAGE,396,2.7,13.8,36.25,17.18,3.9,12.96
10864,"PORK,BACON,RENDERED FAT,CKD",PORK,898,0.0,0.07,99.5,41.435,10.535,31.991
10860,"PORK,CURED,BACON,CKD,BKD",PORK,548,1.35,35.73,43.27,19.065,4.859,14.187
43378,"PORK,CURED,BACON,CKD,BRLD,PAN-FRIED OR RSTD,RED NA",PORK,541,1.43,37.04,41.78,18.52,4.548,13.739
10861,"PORK,CURED,BACON,CKD,MICROWAVED",PORK,476,0.48,39.01,34.12,15.235,5.602,11.644
10862,"PORK,CURED,BACON,PRE-SLICED,CKD,PAN-FRIED",PORK,468,1.7,33.92,35.09,15.53,6.112,11.964
10123,"PORK,CURED,BACON,UNPREP",PORK,417,1.28,12.62,39.69,17.439,6.454,13.296
10128,"PORK,CURED,BRKFST STRIPS,RAW OR UNHTD",PORK,388,0.7,11.74,37.16,16.79,5.55,12.91
10167,"PORK,CURED,FAT (FROM HAM&ARM PICNIC),RSTD",PORK,591,0.0,7.64,61.86,29.69,6.58,22.69
10166,"PORK,CURED,FAT (FROM HAM&ARM PICNIC),UNHTD",PORK,579,0.09,5.68,61.41,29.47,6.53,22.52
10132,"PORK,CURED,FEET,PICKLED",PORK,140,0.01,11.63,10.02,5.677,0.784,2.945
10920,"PORK,CURED,HAM & H2O PRDCT,SLCE,BNE-IN,LN & FAT,HTD,PAN-BRL",PORK,155,1.41,19.85,7.78,3.577,1.032,2.586
10921,"PORK,CURED,HAM & H2O PRDCT,SLICE,BNLESS,LN & FAT,HTD,PAN-BRL",PORK,124,4.69,15.08,5.13,2.16,0.699,1.553
10918,"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN & FAT,HTD,RSTD",PORK,186,1.15,19.46,11.48,5.265,1.479,3.783
10908,"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN & FAT,UNHTD",PORK,179,1.35,16.09,12.13,5.475,1.592,3.984
10877,"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN,HTD,RSTD",PORK,131,1.15,21.28,4.7,2.127,0.634,1.536
10887,"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN,UNHTD",PORK,107,1.24,17.93,3.38,1.53,0.456,1.105
10919,"PORK,CURED,HAM & H2O PRODUCT,SHANK,BONE-IN,LN & FAT,HTD,RSTD",PORK,234,1.42,18.17,17.29,7.914,2.281,5.715
10907,"PORK,CURED,HAM & H2O PRODUCT,SHANK,BONE-IN,LN & FAT,UNHTD",PORK,243,1.42,14.28,20.0,8.993,2.689,6.583
10881,"PORK,CURED,HAM & H2O PRODUCT,SHANK,BONE-IN,LN,HTD,RSTD",PORK,132,1.26,21.69,4.45,1.966,0.713,1.471
10889,"PORK,CURED,HAM & H2O PRODUCT,SHANK,BONE-IN,UNHTD,LN",PORK,113,1.2,17.53,4.18,1.849,0.671,1.384
10870,"PORK,CURED,HAM & H2O PRODUCT,SLICE,BNLESS,LN,HTD,PAN-BROIL",PORK,123,4.69,15.09,5.06,2.125,0.69,1.528
10906,"PORK,CURED,HAM & H2O PRODUCT,SLICE,BONE-IN,LN & FAT,UNHTD",PORK,149,2.72,13.69,9.29,4.212,1.25,3.076
10869,"PORK,CURED,HAM & H2O PRODUCT,SLICE,BONE-IN,LN,HTD,PAN-BROIL",PORK,122,1.35,20.9,3.63,1.662,0.517,1.217
10888,"PORK,CURED,HAM & H2O PRODUCT,SLICE,BONE-IN,LN,UNHTD",PORK,103,2.82,14.47,3.78,1.73,0.538,1.266
10922,"PORK,CURED,HAM & H2O PRODUCT,WHL,BNLESS,LN & FAT,HTD,RSTD",PORK,123,4.61,13.88,5.46,2.458,0.851,1.841
10905,"PORK,CURED,HAM & H2O PRODUCT,WHL,BNLESS,LN & FAT,UNHTD",PORK,117,4.21,14.05,4.99,2.098,0.66,1.489
10871,"PORK,CURED,HAM & H2O PRODUCT,WHL,BNLESS,LN,HTD,RSTD",PORK,123,4.61,13.88,5.46,2.458,0.851,1.841
10872,"PORK,CURED,HAM & H2O PRODUCT,WHL,BNLESS,LN,UNHTD",PORK,116,4.22,14.07,4.86,2.041,0.644,1.447
10913,"PORK,CURED,HAM -- H2O ADDED,RUMP,BONE-IN,LN & FAT,HTD,RSTD",PORK,161,0.99,20.1,8.56,3.918,1.02,2.897
10912,"PORK,CURED,HAM -- H2O ADDED,RUMP,BONE-IN,LN & FAT,UNHTD",PORK,172,0.8,13.99,12.5,5.639,1.566,4.176
10865,"PORK,CURED,HAM -- H2O ADDED,RUMP,BONE-IN,LN,HTD,RSTD",PORK,121,0.87,21.41,3.56,1.61,0.387,1.254
10866,"PORK,CURED,HAM -- H2O ADDED,RUMP,BONE-IN,LN,UNHTD",PORK,95,0.67,15.43,3.48,1.575,0.379,1.227
10914,"PORK,CURED,HAM -- H2O ADDED,SHANK,BONE-IN,LN & FAT,HTD,RSTD",PORK,200,1.35,18.62,13.37,6.143,1.746,4.371
10911,"PORK,CURED,HAM -- H2O ADDED,SHANK,BONE-IN,LN & FAT,UNHTD",PORK,167,0.66,16.65,11.02,4.975,1.457,3.607
10867,"PORK,CURED,HAM -- H2O ADDED,SHANK,BONE-IN,LN,HTD,RSTD",PORK,128,1.2,20.92,4.43,1.911,0.641,1.402
